X,Y,Name,description,HYPERLINK,DESCRIPTION2,POSTALCODE,KEEPERNAME,TOTALROOMS,ADDRESS,INC_CRC,FMEL_UPD_D,NAME2,DESCRIPTION3,NAME3
103.819943383466,1.25225951518977,Village Hotel Sentosa,,,,099951,Peter Yang,606,"10 ARTILLERY AVENUE, # 02-01",3ACCB4426627B986,20200728214024,,,
103.847112672325,1.28741331170278,Vintage Inn@Clarke Quay,,,,059672,Krister Roland Svensson,5,"33 HONGKONG STREET, # 3-33B",507C99094C45BED1,20200728214024,,,
103.834573063566,1.3156477325095,VIP Hotel,,booking@viphotel.com.sg,,259895,Wang Tjang Yuin,57,5 Balmoral Crescent,AAFED76C786FD521,20200728214024,,,
103.842428148098,1.24616550353468,W Singapore Sentosa Cove Hotel,,,,098374,Allan Lee @ Lee Kheen Woon,240,21 Ocean Way,EC5BB01E417583D4,20200728214024,,,
103.854629633951,1.30512093794701,Wanderlust,,,,209494,HAN BIN,29,2 DICKSON ROAD,E634CAE254507E9C,20200728214024,,,
103.844144231952,1.28394841482097,Wink Hostel,,,,059488,Chang Ying,9,8A Mosque Street,8CD89B4178115C58,20200728214024,,,
103.84757635916,1.27968475056385,Wink Hostel @ Downtown,,,,069044,Khoo Elizabeth,10,3B MCCALLUM STREET,F61D800B80D5AE4B,20200728214024,,,
103.859686467655,1.30420913008075,XY HOTEL BUGIS by ASANDA HOTELS AND RESORTS,,bugis_accounts@xyglobalhotel.com,,199323,DALY BRENDAN FRANCIS,15,11 JALAN KLAPA THE ARDENNES,3359BC365E34DC33,20200728214024,,,
103.885504024451,1.31400085109484,Yew Lian Hotel,,,,389504,Cross Norman Francis,18,549A Geylang Road,7D48A90FB1641F12,20200728214024,,,
103.849916615644,1.32522597394005,RedDoorz Premium @ Balestier,,,,329795,FRANCIS CHOO KOH ENG,47,387 BALESTIER ROAD,96A6381E7093C0A3,20200728214024,,,
103.853089993362,1.30782184572235,RedDoorz Premium @ Serangoon,,,,207309,Douglas Fernandez,24,3 VEERASAMY ROAD,9575796FACED18E3,20200728214024,,,
103.826031941452,1.31283861068763,RELC International Hotel,,,,258352,Loke Weng Yian,151,30 ORANGE GROVE ROAD RELC BUILDING,228775507F2BFE05,20200728214024,,,
103.849316109185,1.29858303536992,Rendezvous Hotel Singapore,,reseasy@fareast.com.sg,,189559,Parry Raymond John,298,9 Bras Basah Road,76A6E9EF9718F326,20200728214024,,,
103.859429082823,1.30405334691991,Rest Bugis Hotel,,,,199207,Ng Swee Huat,74,8 JALAN KUBOR SANTA GRAND HOTEL BUGIS,F7A9ECA7891E9BC4,20200728214024,,,
103.847112672325,1.28741331170278,River City Inn,,rivercityinn.sg@gmail.com,,059672,Ee Kee Chai,4,33C Hongkong Street,507C9909CF15A421,20200728214024,,,
103.635089828004,1.34158800024817,RM Hotel,,recept@rafflesmarina.com.sg,,638404,Patrick Fiat,19,10 Tuas West Drive,E4AF163C582DA844,20200728214024,,,
103.841985961154,1.29116819945429,Robertson Quay Hotel,,accounts@robertsonquayhotel.com.sg,,239032,Jacquelyn Chan,148,15 Merbau Road,790DB71BDB188818,20200728214024,,,
103.83144576982,1.30708931817226,Royal Plaza,,royal@royalplaza.com.sg,,228220,LI XIAOJIA,511,25 Scotts Road,05B26C8FE1589AAC,20200728214024,,,
103.860315945966,1.31436249656989,Rucksack Inn 2 @Lavender,,,,338800,Pankaj Pandit,12,280A Lavender Street,6CD41322E5521B00,20200728214024,,,
103.860315945966,1.31436249656989,Rucksack Inn@Lavender,,lavender@rucksackinn.com,,338800,Siah Siew Geok,7,280  Lavender Street,6CD4132289A3D929,20200728214024,,,
103.84359520029,1.28330904377112,S Inn Chinatown,,ts@bedsanddreamsinn.com,,058597,Siah Siew Geok,13,52 Temple Street,C3B34730944ED46D,20200728214024,,,
103.847321862854,1.28732233868587,S Inn Clarke Quay,,cq@s-inn.co,,059677,Siah Siew Geok,11,38A Hongkong Street,F9167CB669AD54ED,20200728214024,,,
103.853595766242,1.30480931241135,Sandpiper Hotel,,reservations@sandpiperhotels.com,,209391,Han Siew Ying,31,63 Dunlop Street,2183609951270B65,20200728214024,,,
103.905795541013,1.30672319863699,Santa Grand Hotel East Coast,,reservations@santagrand.stayariva.com,,428877,Kuok Oon Kwong,73,171 East Coast Road,11B3D1D2B719FFB4,20200728214024,,,
103.882411818147,1.31231758276067,Seng Wah Hotel,,sengwahhotel@hotmail.com,,398673,Kuok Oon Kwong,16,15 Lorong 22 Geylang,54E34679CDE15BC8,20200728214024,,,
103.826756760617,1.31124740290095,Shangri-La Hotel,,sls@shangri-la.com,,258350,Long Sie Fong,792,22 Orange Grove Road,468EE28F52B74837,20200728214024,,,
103.809797894322,1.25780205516677,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,sen@shangri-la.com,,098970,NG YU TECK,454,101 Siloso Road Sentosa,BB45D010C01933FF,20200728214024,,,
103.836462155528,1.31195052968093,Sheraton Towers Singapore Hotel,,sheraton.towers.singapore@sheraton.com,,228230,Kay Wong Siew Lan,420,39 Scotts Road,F8CB983B48EAC761,20200728214024,,,
103.814500414013,1.25498728174306,Siloso Beach Resort,,accounts@silosobeachresort.com,,099538,Jason Leung,195,51 Imbiah Walk,6ABC046B8092A0A4,20200728214024,,,
103.891452441641,1.30076129162384,Sing Hoe Hotel,,,,437761,RAJENDRA PRASAD S/O N N SRINIVASA NAIDU,41,759 Mountbatten Road,985701142E735094,20200728214024,,,
103.832874081575,1.3050223054635,Singapore Marriott Tang Plaza Hotel,,,,238865,Aitken Murray Lindsay,395,320 Orchard Road,44DC3BCF6A4AD7F7,20200728214024,,,
103.860729254991,1.31141627021243,Singapore OSS Backpackers Hostel Pte Ltd,,sossbackpackers@gmail.com,,209180,Aitken Murray Lindsay,9,"9 HAMILTON ROAD, # 01-01",0282C86010456BCF,20200728214024,,,
103.849654800023,1.27992196206236,SO Sofitel Singapore,,H8655@sofitel.com,,068876,Rushdee Hosany,134,35 Robinson Road,D76D599B53CD5B66,20200728214024,,,
103.827525712322,1.24506009738348,Sofitel Singapore Sentosa Resort & Spa,,h9474@sofitel.com,,099891,PIOTR JAN KUPIEC,215,2 Bukit Manis Road,C5C49158ADA0FB69,20200728214024,,,
103.861714993221,1.31033177948249,Spacepod@Lavender,,booking@bpsg.com.sg,,208559,Bian Haiqiu,8,111J King George's Avenue,F0F5D28062C8D0BD,20200728214024,,,
103.856569786349,1.29730337226862,ST Signature Bugis Beach,,,,189694,GONZALEZ GONZALEZ FRANCISCO JAVIER,38,85 BEACH ROAD 85 BEACH GARDEN HOTEL,DB99D87A52B09D5C,20200728214024,,,
103.845275724046,1.28184250020967,ST Signature Chinatown,,xinfang.ng@straitsorg.com,,058822,Ang Beng Hoh,25,273A SOUTH BRIDGE ROAD,C7D8D6619513B67D,20200728214024,,,
103.854840702869,1.30536577750822,ST Signature Jalan Besar,,,,207372,Pjey Mayandi,69,15 UPPER WELD ROAD BUNC HOSTEL,EA004B2D057734D5,20200728214024,,,
103.826053297316,1.30566129462341,St. Regis Hotel Singapore,,stregis.singapore@stregis.com,,247911,Lim Chin Sen,299,29 Tanglin Road,83789C92930E457D,20200728214024,,,
103.849738602552,1.29865275917035,Strand Hotel,,reservations@strandhotel.com.sg,,189619,Tarn Heng Chye,130,25 Bencoolen Street,4CBD6C0CE318FC20,20200728214024,,,
103.855405321377,1.29652178913596,Hotel Kai,,mgr1@hotelkai.com,,188593,TAN HWA LIAN,32,14 Purvis Street,7B30DFF341EB362E,20200728214024,,,
103.852237513996,1.30165938361762,Summer View Hotel,,sales@summerviewhotel.com.sg,,189642,Thomas Andrew Meyer,86,173  Bencoolen Street,CD59DA00C6419957,20200728214024,,,
103.845692303714,1.28821802379382,"Swissotel Merchant Court,Singapore",,singapore-merchantcourt@swissotel.com,,058281,Yee Loy Hoe,476,20 Merchant Road,E95540E0E48AD361,20200728214024,,,
103.853365178371,1.29326862339764,"Swissotel The Stamford, Singapore",,singapore-stamford@swissotel.com,,178882,Tay Tiong Ying,1252,2 Stamford Road,274A090A0CDFF28F,20200728214024,,,
103.856565024278,1.31026597160938,Tai Hoe Hotel,,gmgthh@gmail.om,,208538,"HENG CHERN CHIEH, GERMAINE",73,163 Kitchener Road,66D062AC7483797C,20200728214024,,,
103.877081648955,1.30992260867721,Taipei Hotel (2000),,,,399120,Han Siew Ying,38,60 Lorong 8 Geylang,4BA3F667DE6E31FC,20200728214024,,,
103.834768586143,1.28500983806332,Thad's Boutique Hostel,,info@thequayhotel.sg,,169056,Annie Lee,11,259C OUTRAM ROAD COO,9AE8FC67F9C729F1,20200728214024,,,
103.879175568282,1.31219356032737,The Amazing Inn,,sengwahhotel@hotmail.com,,398913,Parvinder Chopra,18,1 Lorong 14 Geylang,88CC31FC65D19F37,20200728214024,,,
103.850020544639,1.29898582310214,Hotel Mi,,contact@hotelmi.sg,,189623,CHU POH YONG,342,"41 BENCOOLEN STREET, # 01-01",AC779506B1D13750,20200728214024,,,
103.850710602099,1.29416210124998,THE CAPITOL KEMPINSKI HOTEL SINGAPORE,,,,178906,Mohamed Faharudin Bin Masood,157,15 STAMFORD ROAD,B25D68AB9A04D1CA,20200728214024,,,
103.852855023694,1.30475126170812,The Daulat,,reservation@thedaulat.com,,208413,Muzafiru Bin Othman,16,16 Madras Street,45265B4990098313,20200728214024,,,
103.835712305282,1.30802411708655,The Elizabeth,,info@theelizabeth.com.sg,,228518,Giovanni Viterale,256,24 Mount Elizabeth,8285E273FC282B9D,20200728214024,,,
103.8534802041,1.28396667042345,The Fullerton Bay Hotel,,fbh.info@fullertonhotels.com,,049326,Giovanni Viterale,98,80 Collyer Quay,2745F9F5AC6FF634,20200728214024,,,
103.852970351253,1.2861932360653,The Fullerton Hotel,,tfs.info@fullertonhotels.com,,049178,SHAIK MOHAMED S/O MOHAMED ABDUL JALEEL,399,1 Fullerton Square,7604490E43E5048F,20200728214024,,,
103.853009974106,1.30493595075971,THE GREAT MADRAS,,zubair@dam.com.sg,,208422,Kevin David Hynds,29,28 MADRAS STREET,ACD183F8741AAD8C,20200728214024,,,
103.843868478868,1.28320660795322,The Inn at Temple Street,,rsvn.room@theinn.com.sg,,058581,Kho Chuan Thye Patrick,42,36 Temple Street,DB87DFC65D891EF8,20200728214024,,,
103.877512889799,1.31128855675534,K HOTEL 12,,,,399045,Koo Seck Chong,28,12 LORONG 10 GEYLANG,FDFE52E284461BB1,20200728214024,,,
103.841640168586,1.28103904341286,The Keong Saik Hotel,,reservations@keongsaikhotel.com.sg,,089165,Tan Koon Jim,25,69 Keong Saik Road,C08E9BF6BEEF19F5,20200728214024,,,
103.819943383466,1.25225951518977,The Outpost Hotel Sentosa,,,,099951,TRINH TRAN CHAU,193,"10 ARTILLERY AVENUE, # 03-01",3ACCB44225F8AD3F,20200728214024,,,
103.857758269035,1.29111728356103,The Pan Pacific Hotel Singapore,,enquiry.ppsin@panpacific.com,,039595,Wehinger Kurt Otto,790,7 Raffles Boulevard,1DC444E02F3CCA46,20200728214024,,,
103.848312936218,1.2870550760207,THE QUAY HOTEL,,,,058688,"Heng Chern Chieh, Germaine",41,57 SOUTH BRIDGE ROAD SANTA GRAND HOTEL BOAT QUAY,8F1A6E600DCCD2BF,20200728214024,,,
103.768589721055,1.29233444235646,The Quay Hotel West Coast,,,,118769,Abdullah Bin Ali,42,428 PASIR PANJANG ROAD SANTA GRAND HOTEL WEST COAST,92F45D6A401663C3,20200728214024,,,
103.835748313428,1.30775153247414,The Quincy Hotel,,info.tqh@fareast.com.sg,,228517,Oscar Joan Giorgius Postma,108,22 Mount Elizabeth,0DDCF09C77E0831B,20200728214024,,,
103.824897364807,1.30467322365634,The Regent Singapore,,reservations@regentsingapore.com.sg,,249715,Peter William Mainguy,440,1 Cuscaden Road,0483F038569124B8,20200728214024,,,
103.860047265048,1.29071830259005,"The Ritz-Carlton, Millenia Singapore",,sinrz.leads@ritzcarlton.com,,039799,Fong Kah Seng,608,7 Raffles Avenue,5AC82CBB50640D49,20200728214024,,,
103.820219415167,1.25493344657437,Hotel Michael,,enquiries@rwsentosa.com,,098269,Zhang YuanQing,464,8 Sentosa Gateway,B723D8A28B167FA6,20200728214024,,,
103.837414948933,1.28821989466535,Hotel Miramar Singapore,,enquiry@miramar.com.sg,,169631,Teo Kok Hwee,342,401 Havelock Road,64350D71D9D82238,20200728214024,,,
103.844451263067,1.28379045079176,Hotel Mono,,,,059498,Teo Kok Hwee,46,"18 MOSQUE STREET, # 01-04",496E83714FEDC2EB,20200728214024,,,
103.858275297851,1.30275140814887,Hotel Nuve,,contact@hotelnuve.com,,199143,Lee Soon Tai,43,11 Jalan Pinang,B7AB95BF49B1892A,20200728214024,,,
103.847485428195,1.28723475456215,Hotel NuVe Elements,,doreen.soh@hotelnuveheritage.com,,059680,Ang Kian Kok,24,41 HONGKONG STREET,29A39A151197DCC2,20200728214024,,,
103.855342376526,1.29651404832504,Hotel NuVe Heritage,,,,188592,Ngo Bee Lee,19,13 PURVIS STREET ADONIS HOTEL,5E4A09C9DEA3FC6B,20200728214024,,,
103.858805131874,1.30732088892971,Hotel NuVe Urbane,,,,208582,Ng Wee Meng,62,3 KING GEORGE'S AVENUE,2D4A2D8BFC9C8582,20200728214024,,,
103.838407284725,1.28541002481652,Hotel Re! @ Pearl's Hill,,hr@hotelre.com.sg,,169879,Oh Chee Eng,140,175A Chin Swee Road,70403A7343A86C22,20200728214024,,,
103.841859487874,1.31683060092808,Hotel Royal,,royal@hotelroyal.com.sg,,307964,Ho Siew Hwa,362,36 Newton Road,3EA4D04973F8C052,20200728214024,,,
103.861821449557,1.31087924623786,Hotel Snow Lavender,,hotelsnow.lavender@gmail.com,,209854,Tan Hwa Lian,32,26 CAVAN ROAD HOTEL SNOW,7A21C3F1134293D9,20200728214024,,,
103.841991814742,1.28037791620728,Hotel Soloha,,,,088387,Wee Cheng Lim,45,12 TECK LIM ROAD,9DBEF7F7583E9A7B,20200728214024,,,
103.842424737463,1.30133935750645,Hotel Supreme,,,,228750,Adel Aramouni,86,15 Kramat Road,C198C33969FEF8A1,20200728214024,,,
103.855108812764,1.30981355102668,Hotel Yan,,reservations@hotel-yan.com,,207681,Kuok Oon Kwong,69,162 Tyrwhitt Road,079B039AFC232E3D,20200728214024,,,
103.887584117469,1.31396450261326,Hup Hoe Hotel,,,,389525,Kuok Oon Kwong,10,586A Geylang Road,D2B2808565DEEE3A,20200728214024,,,
103.855556164289,1.29692081795715,ibis budget Singapore Bugis,,contact@fragrancehotel.com,,188942,Tan Wee Teck,84,33 Middle Road,88B24860DB43DAD9,20200728214024,,,
103.847146355817,1.28789594572544,ibis budget Singapore Clarke Quay,,contact@fragrancehotel.com,,059663,Kusaka Masaharu,101,20 Hongkong Street,484A83EAE1106A9E,20200728214024,,,
103.880589488415,1.31057497568161,ibis budget Singapore Crystal,,contact@fragrancehotel.com,,398824,Chow Keng Hai,125,50 Lorong 18 Geylang,6AA223E6C07A8CD9,20200728214024,,,
103.876341748039,1.31100987837705,ibis budget Singapore Emerald,,contact@fragrancehotel.com,,399174,Lim Tjhun Seng,126,20 Lorong 6 Geylang,91DAF06E5C750513,20200728214024,,,
103.862425383983,1.30963597847065,ibis budget Singapore Imperial,,contact@fragrancehotel.com,,208187,"QUAH TZE WEN, GLENN",74,28 Penhas Road,F9DCAA8EE0FE33DA,20200728214024,,,
103.901246641879,1.31149574993698,ibis budget Singapore Joo Chiat,,contact@fragrancehotel.com,,427485,Soh Shil Nie,90,219 Joo Chiat Road,A714BE3AA17C0048,20200728214024,,,
103.813874982995,1.26970676465938,ibis budget Singapore Mount Faber,,contact@fragrancehotel.com,,098838,SOH SHIL NIE,32,400 Telok Blangah Road,63EA282300EA0555,20200728214024,,,
103.879289173768,1.31156055920328,ibis budget Singapore Pearl,,contact@fragrancehotel.com,,398961,Soh Shil Fang Doreen,129,21 Lorong 14 Geylang,298ADD99651FDC1D,20200728214024,,,
103.881097098283,1.31223807766207,ibis budget Singapore Ruby,,contact@fragrancehotel.com,,398730,Tan Kwee Hiang,168,10 Lorong 20 Geylang,DDDC8B36643A87F7,20200728214024,,,
103.877769447217,1.31175754744813,ibis budget Singapore Sapphire,,contact@fragrancehotel.com,,399037,Lee Chou Hock,50,3 Lorong 10 Geylang,C81A4040BE3CF94D,20200728214024,,,
103.849948919677,1.30376527735541,ibis budget Singapore Selegie,,contact@fragrancehotel.com,,188329,Lee Chu Bing,95,183 Selegie Road,E202BBE7B2DD5440,20200728214024,,,
103.845545056163,1.32614785361247,Ibis Singapore Novena,,,,329543,Ang Poh Seow,241,6 Irrawaddy Road,D0FE7701584A2471,20200728214024,,,
103.852422678333,1.30096316425159,Ibis Singapore on Bencoolen,,H6657@accor.com,,189657,Lim Kah Eng,538,170 Bencoolen Street,CE29B88E3C75D0F3,20200728214024,,,
103.879294508881,1.33177053490393,ibis Styles Singapore on Macpherson,,H9411@accor.com,,368125,Tan Tong Wah,298,401 Macpherson Road,EC942851BCC0E27C,20200728214024,,,
103.854867046362,1.29846962637,InterContinental Singapore,,singapore@interconti.com,,188966,Lui Cheng Yan Josephine,403,80 Middle Road,2A3A1F6B7D2E42A0,20200728214024,,,
103.838551707065,1.28984102269144,InterContinental Singapore Robertson Quay,,info.sinic@ihg.com,,238909,Jessica Uekermann,225,1 NANSON ROAD,B7C8F6B52AC5451E,20200728214024,,,
103.845924101605,1.28298235047301,iStay.inn,,info@istayinn.com.sg,,058764,Rolfe Shamila,18,215A South Bridge Road,83F4C4AB10B4016A,20200728214024,,,
103.858520506324,1.30769755698718,J8 Hotel,,hq@j8hotel.com,,207606,ZHANG LIN,98,8 Townshend Road,15783D1C68E8A30B,20200728214024,,,
103.882775886651,1.31171183228565,Jade Hotel,,eddyswee2017@gmail.com,,399535,Martin Michael Hugh,36,18 Jalan Molek,74D42465E80EE909,20200728214024,,,
103.847932686159,1.28778717516192,Jayleen 1918 Hotel,,james@jayleen1918.com.sg,,059921,Lim So Geok,40,42 Carpenter Street,2816145AFF6E9E57,20200728214024,,,
103.847502570641,1.28871525038832,Jayleen Clarke Quay Hotel,,jayleenclarkequay@gmail.com,,059390,Joseph Lee Boon Leng,20,25 New Bridge Road,FB331A527CCF493F,20200728214024,,,
103.877460163672,1.311585869313,JH HOTEL,,anguskt@gmail.com,,399041,Suey Hueh King,42,8 LORONG 10 GEYLANG,A22CE6E9AA312BFF,20200728214024,,,
103.844455112735,1.29772283974699,Ji Hotel Orchard Singapore,,,,238485,SIAH WEI QIANG,81,11 PENANG LANE INNOTEL,66BD9D0F38062A37,20200728214024,,,
103.87880673682,1.31022734045131,Jin Dong Hotel,,,,399007,James Frederick Chong Kah Yean,33,33 Lorong 12 Geylang,D7209ADD65D85279,20200728214024,,,
103.873959999289,1.31118301196188,Joyfor Singapore,,joyfor.sg@gmail.com,,389226,James Federick Chong Kah Yean,17,135 Geylang Road,D3011666FCE5018B,20200728214024,,,
103.855516058723,1.29465290571138,JW Marriott Hotel Singapore South Beach,,jw.sinjw.contactus@marriott.com,,189763,CHEN ZHIQIONG,634,30 Beach Road,7A601D8BDE0C3241,20200728214024,,,
103.876502260862,1.30999424174174,K Hotel,,,,399199,Kay Wong Siew Lan,56,44 LORONG 6 GEYLANG,0BE037896191161F,20200728214024,,,
103.87754128742,1.31123084152033,K HOTEL 14,,,,399047,STEPHANE LOUIS FABREGOUL,45,14 LORONG 10 GEYLANG,3C17D7260B9E90A6,20200728214024,,,
103.877397285256,1.31067428643295,K Hotel 8,,,,399099,CAI WENCHAO,27,37 LORONG 8 GEYLANG,79215385E3D73497,20200728214024,,,
103.858144106984,1.31559230859372,K Space Inn 569,,,,218184,CAI WENCHAO,7,569 SERANGOON ROAD 60'S HOSTEL,732F33D9582A2253,20200728214024,,,
103.786403408371,1.28061805876119,K2 Guesthouse,,hello@k2guesthouse.com,,118146,CAI WENCHAO,24,15 SOUTH BUONA VISTA ROAD,4036C004B1F52E74,20200728214024,,,
103.833283334569,1.3063453359855,Grand Hyatt Singapore,,singapore.grand@hyatt.com,,228211,Sun Yi,677,10 Scotts Road,F55430449E2111B9,20200728214024,,,
103.904051128937,1.3043259893264,Grand Mercure Roxy Hotel,,H3610-FO16@accor.com,,428769,Ng Wei Yong,576,50 East Coast Road,FEC8882D56D728B2,20200728214024,,,
103.850123925268,1.29262894189275,Grand Park City Hall,,info.gpch@parkhotelgroup.com,,179809,Ng Wei Yeow,343,10 Coleman Street,ED8DF7F474499CE5,20200728214024,,,
103.836202012782,1.30310525131104,Grand Park Orchard,,infor.gpor@parkhotelgroup.com,,238857,Lee Fut Hua,308,270 Orchard Road,AC132E5E4B29870D,20200728214024,,,
103.854580698492,1.30462079031568,Haising Hotel,,hs@haising.com.sg,,208801,MANIMAHALAI D/O CHAKRAPANI,56,33A Jalan Besar,4EDEA0875C834A71,20200728214024,,,
103.861299879306,1.30271606708357,Hotel 81 - Heritage,,hotel81@hotel81.com.sg,,198985,Lim Choon Hua,64,71 Jalan Sultan Road,267ED972A920BA6C,20200728214024,,,
103.877447760285,1.31005583680827,Hotel 81 - Hollywood,,hotel81@hotel81.com.sg,,399121,Shi Thiam Tsai,112,61 Lorong 8 Geylang,626BFA3D228211B6,20200728214024,,,
103.876803320046,1.31278803988666,Hotel 81 - Joy,,hotel81@hotel81.com.sg,,388703,Siah Wei Bin,42,11 Lorong 11 Geylang,72C0948FE10F31ED,20200728214024,,,
103.878866751339,1.35420717029808,Hotel 81 - Kovan,,hotel81@hotel81.com.sg,,534636,Bryan Ong,89,"768 Upper Serangoon Road , # 02-01",80EC1F37159F6304,20200728214024,,,
103.862351670103,1.31075782011892,Hotel 81 - Lavender,,hotel81@hotel81.com.sg,,338716,"ONG TZE YAW, BRYAN",85,85 Lavender Street,0B72CAA885294B6C,20200728214024,,,
103.881497891026,1.31187964409268,Hotel 81 - Lucky,,hotel81@hotel81.com.sg,,398741,Bryan Ong,77,23 Lorong 20 Geylang,B53E1B57A75ED974,20200728214024,,,
103.878632309021,1.31098893424992,Hotel 81 - Princess,,hotel81@hotel81.com.sg,,399001,Chu Poh Yong,133,21 Lorong 12 Geylang,914BC2568D8E2EE1,20200728214024,,,
103.900510985539,1.31229179932804,Hotel 81 - Sakura,,hotel81@hotel81.com.sg,,427452,Chu Poh Yong,75,181 Joo Chiat Road,6C8B59EEC7DC4C3C,20200728214024,,,
103.850108265483,1.29918672172522,Hotel Bencoolen,,enquiries@hotelbencoolen.com,,189626,Chu Poh Yong,84,47 Bencoolen Street,6277BB040AB8740E,20200728214024,,,
103.847672305859,1.28709359119965,Hotel Bencoolen @ Hong Kong Street,,reservation.hkst@hotelbencoolen.com,,059685,Chu Poh Yong,33,47 Hongkong Street,ABEA22C7784B339F,20200728214024,,,
103.860266746951,1.30571322703811,Hotel Boss,,contact@hotelboss.sg,,199020,Chu Poh Yong,1500,500 Jalan Sultan,9EB09D9ED05A718D,20200728214024,,,
103.841931936895,1.30145985771336,Hotel Chancellor @ Orchard,,reservations@ghihotels.com.sg,,229635,Chu Poh Yong,488,28 Cavenagh Road,A82074A0C3C6B924,20200728214024,,,
103.897717224381,1.31564279286247,HOTEL CLASSIC,,classic@venuehotel.sg,,427353,Chu Poh Yong,75,12 JOO CHIAT ROAD,081CAC716BA140AA,20200728214024,,,
103.861729305374,1.30201280747959,Hotel Clover 33 Jalan Sultan,,enquiries@hotelclover.com,,198965,Chu Poh Yong,88,33 Jalan Sultan,CFA7AC67D4B77968,20200728214024,,,
103.8478409081,1.28743138227384,Hotel Clover 5 Hongkong Street,,enquiries@hotelclover5hongkongstreet.com,,059648,Chu Poh Yong,55,5 Hongkong Street,9DC21F77577BFA67,20200728214024,,,
103.906356982683,1.31352190950378,Malacca Hotel,,hotel@malacca.com.sg,,423988,Lee Sul Bi,29,97 Still Road,E379AE9CE4AB184D,20200728214024,,,
103.859584470771,1.30367081350441,Hotel Clover 769 North Bridge Road,,enquiries@hotelclover.com,,198737,Chu Poh Yong,35,769 North Bridge Road,4DFBFFE363728ED7,20200728214024,,,
103.848141341165,1.28754163889102,Hotel Clover The Arts,,,,058689,Chu Poh Yong,44,58 South Bridge Road,9862AB39F54F9ACE,20200728214024,,,
103.881864219755,1.31100479193402,Hotel Compass,,vinc_ngo@yahoo.com,,398693,Chu Poh Yong,49,36 Lorong 22 Geylang,264B1100583B674F,20200728214024,,,
103.847855885666,1.28834728764826,Hotel Conforto,,main@conforto.com.sg,,059905,Chu Poh Yong,22,16 Carpenter Street,3D9C995434200981,20200728214024,,,
103.845362056485,1.29581266426264,Hotel Fort Canning,,contact@hfcsingapore.com,,178881,Chu Poh Yong,86,11 Canning Walk,03AB1DCD588C572B,20200728214024,,,
103.882676232074,1.31170570900502,Hotel Fuji,,hotelfuji.pl@gmail.com,,399541,Chu Poh Yong,30,22 Jalan Molek,AAEA72E350653542,20200728214024,,,
103.851506467292,1.30091639007984,Hotel G Singapore,,gm@hotelgsingapore.com,,188980,Chu Poh Yong,308,200 MIDDLE ROAD BIG HOTEL,30B395B75BD30A79,20200728214024,,,
103.841767535762,1.3012946724269,Hotel Grand Central,,accommodations@grandcentral.com.sg,,229617,Chu Poh Yong,263,22 Cavenagh Road,ED92F6EC9B0D57C3,20200728214024,,,
103.904298453373,1.30511658100901,Hotel Indigo Singapore Katong,,,,428788,Herman Gay Teow Hua,131,"86 EAST COAST ROAD, # 01-01 KATONG SQUARE",F5982FEE9F8B7E1B,20200728214024,,,
103.839224077005,1.30050954183517,Hotel Jen Orchardgateway Singapore,,singaporeorchardgateway@hoteljen.com,,238858,Herman Gay Teow Hua,499,"277 Orchard Road , # 10-01",BE1CAD1F8E5FCE4D,20200728214024,,,
103.823912360589,1.3042705309298,Hotel Jen Tanglin Singapore,,hjts@hoteljen.com,,249716,Goh Kok Keong,565,1A Cuscaden Road,B5529ACF7E71E519,20200728214024,,,
103.840365853895,1.29726358007834,Lloyd's Inn,,mail@lloydsinn.com,,239091,PANG CHIN FATT,34,2 Lloyd Road,2C4F2C1BB860DF67,20200728214024,,,
103.880201803937,1.31152237256803,Lodge 41,,,,398877,Chen Chang Zheng,22,41 Lorong 16 Geylang,C7F5DB1257EBACBF,20200728214024,,,
103.84945862617,1.29157596080638,lyf Funan Singapore,,,,179370,"Chang Yao Wah, Herman",329,67 HILL STREET,7C29A0FE74F5223A,20200728214024,,,
103.84506021481,1.27368776927434,M Hotel Singapore,,enquiry.mhs@millenniumhotels.com,,079908,Yong Chung Yung,415,81 Anson Road,3FF220A62C0244C7,20200728214024,,,
103.837220928325,1.29086699266622,M Social Singapore,,,,238259,Ho Lean Imm,293,90 Robertson Quay,724241556D74B2E7,20200728214024,,,
103.858323986494,1.29066058376185,"Mandarin Oriental, Singapore",,,,039797,Danny Wong Hee Ling,527,5 Raffles Avenue Marina Square,D9935D843801D0CE,20200728214024,,,
103.858308388607,1.28233335098225,Marina Bay Sands Singapore,,inquiries@marinabaysands.com,,018956,Christian Andreas Hassing,2561,1 Bayfront Avenue,EE049C957FEE7290,20200728214024,,,
103.855499976965,1.30899651016985,Marrison @ Desker,,reservations@marrisonhotel.com,,209588,Ian Wilson,25,65 Desker Road,2AEAC1440E68FE5A,20200728214024,,,
103.857087531077,1.2978909223511,Marrison Hotel,,reservations@marrisonhotel.com,,189704,Lim Wen Pin Melvin,96,103 Beach Road,A95F3C242ED1A057,20200728214024,,,
103.844367354691,1.27915221128811,Maxwell Reserve,,,,078857,Raymond Lam,138,2 COOK STREET,EE242E7837359D2F,20200728214024,,,
103.854120522794,1.30392257669472,Mayo Inn,,admin@mayoinn.com,,208786,Raymond Lam,22,9 Jalan Besar,CCB8DFF72F502FC7,20200728214024,,,
